x,y,faa,height,inv_msk,bouguer,inv_pad
-2402250.0,1294250.0,28.34521261973064,5000,False,35.96556758022744,False
-2398250.0,1294250.0,25.736301573236485,5000,False,40.98523342355162,False
-2334250.0,1294250.0,16.248956952239993,5000,False,40.552700833136186,False
-2422250.0,1290250.0,48.02475690317319,5000,False,12.290672723271705,True
-2418250.0,1290250.0,45.324120729820116,5000,False,17.022536326940823,True
-2414250.0,1290250.0,39.27581469348425,5000,False,20.07604084607496,False
-2406250.0,1290250.0,32.6917602224072,5000,False,36.4376074613372,False
-2402250.0,1290250.0,31.965263313462028,5000,False,44.91309113315664,False
-2398250.0,1290250.0,26.279405658001114,5000,False,45.7900737460603,False
-2394250.0,1290250.0,25.028798037830594,5000,False,48.587512735911424,False
-2390250.0,1290250.0,23.79047076196884,5000,False,49.98555619756212,False
-2386250.0,1290250.0,22.916617053214342,5000,False,50.907623558374,False
-2334250.0,1290250.0,15.553210382539238,5000,False,42.07347462697937,False
-2330250.0,1290250.0,16.657909339193072,5000,False,40.09451103599726,False
-2250250.0,1290250.0,14.671022644234121,5000,False,38.21924295947403,False
-2238250.0,1290250.0,17.79560954768991,5000,False,40.41096278013253,False
-2234250.0,1290250.0,18.881865325194603,5000,False,40.80189853852926,False
-2210250.0,1290250.0,25.028707010526716,5000,False,42.310884738781596,False
-2206250.0,1290250.0,25.78836703311109,5000,False,42.41175993393404,False
-2202250.0,1290250.0,25.179931939601886,5000,False,41.47788486245276,False
-2146250.0,1290250.0,13.329309359826002,5000,False,34.99989240451795,False
-1962250.0,1290250.0,28.395516714643296,5000,False,57.80605484044558,False
-1958250.0,1290250.0,30.7497938022863,5000,False,60.53496649091438,False
-1918250.0,1290250.0,24.119199316148148,5000,False,71.30326769637773,False
-1914250.0,1290250.0,24.00629556720913,5000,False,72.24375484490213,False
-1910250.0,1290250.0,23.142574730052694,5000,False,71.02339236352393,False
-2422250.0,1286250.0,52.4721977710819,5000,False,11.145317801367241,False
-2418250.0,1286250.0,48.37116904292133,5000,False,20.880649663060552,False
-2414250.0,1286250.0,40.805173704106366,5000,False,26.558105167386373,False
-2406250.0,1286250.0,29.862664834633684,5000,False,39.148126809069616,False
-2402250.0,1286250.0,27.622197377888096,5000,False,44.46970675893023,False
-2398250.0,1286250.0,24.921758068362337,5000,False,46.728664921233374,False
-2394250.0,1286250.0,24.9532924478361,5000,False,49.65040786098861,False
-2390250.0,1286250.0,24.0555296473131,5000,False,50.470041600546686,False
-2386250.0,1286250.0,23.16290254097785,5000,False,50.102626249392785,False
-2382250.0,1286250.0,22.88327924436478,5000,False,49.243521532306566,False
-2378250.0,1286250.0,22.026419395416852,5000,False,46.97869758762531,False
-2374250.0,1286250.0,21.616539626937637,5000,False,45.00560457569124,False
-2370250.0,1286250.0,21.19335727462165,5000,False,43.94079276743416,False
-2338250.0,1286250.0,13.995239812986755,5000,False,43.64980618030661,False
-2334250.0,1286250.0,15.087501440971222,5000,False,41.91686744429841,False
-2330250.0,1286250.0,16.883165514408628,5000,False,39.87504142811508,True
-2250250.0,1286250.0,13.72145460021789,5000,False,37.48171981340324,True
-2246250.0,1286250.0,14.329780714505478,5000,False,37.90839155431374,True
-2242250.0,1286250.0,15.677356591960285,5000,False,39.071208713242086,False
-2238250.0,1286250.0,17.2990917477588,5000,False,40.352473361001074,False
-2234250.0,1286250.0,18.618964871763335,5000,False,41.096378613393036,False
-2206250.0,1286250.0,28.132958356595875,5000,False,44.96311284241871,False
-2202250.0,1286250.0,27.19188056551341,5000,False,43.81566609053866,False
-2150250.0,1286250.0,14.031992111464481,5000,False,36.411640028310266,False
-2146250.0,1286250.0,13.117019892846406,5000,False,35.89867782791454,False
-2142250.0,1286250.0,12.791385959664357,5000,False,35.95006137014367,False
-1962250.0,1286250.0,29.596138525676636,5000,False,58.71505541943286,False
-1958250.0,1286250.0,32.784239719508456,5000,False,62.21999496474797,False
-1954250.0,1286250.0,33.92334253983852,5000,False,64.2608572328295,False
-1950250.0,1286250.0,33.297961493614,5000,False,64.95520337383405,False
-1914250.0,1286250.0,25.44495104852293,5000,False,71.68830827658788,False
-1910250.0,1286250.0,24.495358081248565,5000,False,70.49254679618082,False
-1906250.0,1286250.0,22.649666308716693,5000,False,65.6832058366728,False
-2426250.0,1282250.0,56.51299903907732,5000,False,-14.461228309681594,False
-2422250.0,1282250.0,54.715489704176576,5000,False,7.605885010750299,False
-2418250.0,1282250.0,48.69766579007374,5000,False,19.090333767307584,False
-2406250.0,1282250.0,25.938703699009842,5000,False,35.60708983831614,False
-2402250.0,1282250.0,23.204618339045457,5000,False,40.23614906277315,False
-2398250.0,1282250.0,23.618179709056168,5000,False,44.54897331593526,False
-2394250.0,1282250.0,24.576670645566978,5000,False,47.49323735090968,False
-2390250.0,1282250.0,24.822317699487048,5000,False,48.69305709940426,False
-2386250.0,1282250.0,24.6465741985702,5000,False,48.23209667208277,False
-2378250.0,1282250.0,23.51501718326577,5000,False,43.604298946017764,False
-2374250.0,1282250.0,23.045228179041757,5000,False,41.85187660977348,False
-2370250.0,1282250.0,22.42204934407349,5000,False,42.08347826565827,False
-2354250.0,1282250.0,12.199148297621834,5000,False,44.07741564960492,False
-2350250.0,1282250.0,10.894532331755816,5000,False,44.29311546360829,False
-2338250.0,1282250.0,12.823195751955403,5000,False,42.38531309625748,True
-2334250.0,1282250.0,14.98837420998222,5000,False,40.58595533273919,False
-2250250.0,1282250.0,12.744964088909843,5000,False,35.82890007438837,True
-2246250.0,1282250.0,13.194376181442575,5000,False,35.81485092107478,True
-2242250.0,1282250.0,14.492594124425468,5000,False,37.42434882707699,True
-2238250.0,1282250.0,16.198222651766443,5000,False,39.23691874720457,False
-2210250.0,1282250.0,28.978643874601474,5000,False,45.94438094676835,False
-2206250.0,1282250.0,29.912387025406534,5000,False,46.38795060541924,False
-2202250.0,1282250.0,28.70308978598736,5000,False,45.24137606373344,False
-2150250.0,1282250.0,14.56237448183074,5000,False,37.68237441992988,False
-2146250.0,1282250.0,13.480644222581658,5000,False,36.990268508055784,False
-2142250.0,1282250.0,12.87192462606447,5000,False,36.7470669255312,False
-2138250.0,1282250.0,12.91363042534669,5000,False,37.137344091462076,False
-1958250.0,1282250.0,31.92352964667961,5000,False,60.04313006602623,False
-1954250.0,1282250.0,34.15083617048279,5000,False,63.23247884505297,False
-1950250.0,1282250.0,34.80826924488401,5000,False,65.22328134794074,False
-1946250.0,1282250.0,34.247701828172055,5000,False,66.13900083188751,False
-1910250.0,1282250.0,25.06939978397417,5000,False,67.53596606410474,False
-2426250.0,1278250.0,63.99529023958406,5000,False,-19.57464757595779,False
-2422250.0,1278250.0,57.80205091994494,5000,False,3.8342864673031656,False
-2418250.0,1278250.0,50.06760058178077,5000,False,14.590421649260065,False
-2410250.0,1278250.0,33.03381199647861,5000,False,24.409563667171803,False
-2406250.0,1278250.0,24.310312378724515,5000,False,29.899536746705163,False
-2402250.0,1278250.0,22.433096777592677,5000,False,35.57204623726113,False
-2398250.0,1278250.0,24.429825935552415,5000,False,40.564513097064534,False
-2394250.0,1278250.0,26.052084528606116,5000,False,44.002986164741856,False
-2390250.0,1278250.0,26.61798794709404,5000,False,45.58187423721283,False
-2374250.0,1278250.0,24.774796341537495,5000,False,38.69741064913194,False
-2370250.0,1278250.0,23.66433931682707,5000,False,40.13121125819677,False
-2366250.0,1278250.0,21.424109342385208,5000,False,41.91366776263445,False
-2354250.0,1278250.0,10.318660054658151,5000,False,42.76606068644216,True
-2350250.0,1278250.0,8.893882615940251,5000,False,43.388175663601224,True
-2346250.0,1278250.0,8.042834415052576,5000,False,43.1476612735257,True
-2342250.0,1278250.0,8.563364799323562,5000,False,42.26639393919443,True
-2338250.0,1278250.0,12.140260080130505,5000,False,41.14467648732531,True
-2334250.0,1278250.0,15.449148006735275,5000,False,38.329012614491646,True
-2246250.0,1278250.0,11.716220512166561,5000,False,32.71862661978892,True
-2242250.0,1278250.0,12.88320598484054,5000,False,34.99332391882723,True
-2238250.0,1278250.0,14.78109428712205,5000,False,37.53057198594884,True
-2234250.0,1278250.0,16.78822431806907,5000,False,39.23852809460615,True
-2210250.0,1278250.0,29.94474615900603,5000,False,45.89223605580952,True
-2206250.0,1278250.0,30.67153515918173,5000,False,46.39140231078136,False
