lat,lon,x,y,faa,height
-66.2432532,-64.2971203,-2358387.59,1135161.29,120.95,10968.44
-66.1533276,-64.1377095,-2364387.4,1146162.41,117.48,10965.61
-66.0631328,-63.9794499,-2370397.79,1157172.86,119.39,10971.12
-65.9729735,-63.8224509,-2376390.35,1168172.61,118.92,10975.7
-65.8828243,-63.6669854,-2382373.85,1179151.05,116.79,10968.07
-65.7923129,-63.5124972,-2388375.25,1190149.6,111.09,10963.54
-65.7014584,-63.3590521,-2394394.26,1201164.42,101.71,10972.17
-65.6105603,-63.2065819,-2400399.4,1212182.9,105.57,10965.94
-65.5194691,-63.0552726,-2406410.17,1223204.54,105.07,10973.81
-65.4282768,-62.9050488,-2412416.07,1234227.44,97.01,10964.52
-65.3369647,-62.7562733,-2418427.31,1245236.9,101.29,10972.02
-65.2456059,-62.608789,-2424433.69,1256235.27,111.88,10966.72
-65.154103,-62.4621206,-2430435.09,1267247.37,116.31,10959.35
-65.0624099,-62.3165328,-2436442.34,1278264.14,113.81,10966.77
-64.9706005,-62.1720368,-2442448.65,1289280.88,102.97,10957.6
-65.1408136,-62.1590401,-2425034.05,1280791.78,85.73,10962.19
-65.2232051,-62.2894139,-2419648.17,1270914.03,81.68,10963.97
-65.3054976,-62.4206092,-2414260.52,1261039.36,82.37,10963.19
-65.3876255,-62.5525338,-2408875.41,1251175.31,74.2,10967.92
-65.4695388,-62.6852377,-2403498.77,1241322.56,83.25,10963.95
-65.5512604,-62.8185805,-2398125.02,1231485.92,93.01,10959.96
-65.6327974,-62.9529962,-2392762.56,1221647.02,92.34,10967.21
-65.7139864,-63.0879871,-2387417.0,1211835.23,79.16,10963.85
-65.7948941,-63.2234683,-2382079.73,1202050.65,85.1,10965.64
-65.8755034,-63.3594613,-2376752.87,1192293.25,93.03,10959.95
-65.9559517,-63.4963672,-2371430.71,1182539.48,99.08,10964.37
-66.0362836,-63.6341217,-2366107.11,1172789.96,105.23,10962.23
-66.1164379,-63.7728606,-2360790.75,1163042.38,99.04,10972.9
-66.1964268,-63.9126428,-2355481.27,1153293.94,86.64,10961.87
-66.2763775,-64.0532809,-2350161.6,1143546.26,88.99,10963.28
-66.356191,-64.194733,-2344840.72,1133806.23,100.99,10964.7
-66.4138701,-64.080648,-2336705.25,1135618.59,76.59,10960.27
-66.3252217,-63.9239839,-2342606.57,1146415.41,62.66,10964.7
-66.236184,-63.7677985,-2348518.29,1157254.22,56.71,10965.15
-66.1468818,-63.6122696,-2354431.33,1168121.5,79.44,10962.79
-66.057219,-63.4579935,-2360367.83,1178997.46,91.6,10967.55
-65.9673004,-63.3048046,-2366314.16,1189883.42,79.8,10967.42
-65.877142,-63.1525738,-2372266.36,1200783.67,73.22,10961.39
-65.7866378,-63.000945,-2378227.91,1211718.24,65.56,10968.0
-65.6959137,-62.8501693,-2384191.54,1222670.16,72.26,10963.47
-65.6048576,-62.70046,-2390173.4,1233636.18,80.81,10966.49
-65.5135519,-62.5517327,-2396163.68,1244615.35,75.98,10959.82
-65.4219737,-62.4039649,-2402164.54,1255609.62,66.91,10961.67
-65.3300874,-62.2570095,-2408176.6,1266626.86,61.75,10962.65
-65.238002,-62.1110119,-2414192.37,1277655.05,59.13,10964.0
-65.1459098,-61.9660667,-2420195.01,1288679.68,67.15,10966.09
-65.0789586,-62.2222007,-2432668.96,1281396.46,105.05,11248.47
-65.1601192,-62.3507294,-2427360.77,1271652.6,103.2,11246.74
-65.2411272,-62.4798587,-2422052.23,1261922.94,102.44,11246.89
-65.3219158,-62.6097772,-2416754.04,1252203.14,92.88,11246.09
-65.4024959,-62.7399762,-2411453.83,1242514.17,87.1,11244.38
-65.4829928,-62.8712969,-2406157.06,1232814.21,93.22,11246.52
-65.5633102,-63.0038515,-2400875.43,1223103.85,100.05,11253.31
-65.6435267,-63.1370227,-2395587.45,1213405.15,96.34,11249.37
-65.723623,-63.2710654,-2390300.26,1203708.63,92.87,11246.4
-65.8034928,-63.4056942,-2385018.41,1194031.8,102.49,11252.43
-65.8831795,-63.5410168,-2379739.59,1184368.06,108.81,11249.89
-65.9627075,-63.6771825,-2374464.2,1174710.12,112.14,11245.55
-66.0419551,-63.8142374,-2369205.31,1165062.36,114.18,11251.65
-66.1210056,-63.9520608,-2363951.73,1155425.72,108.76,11249.33
-66.1999354,-64.0908316,-2358699.06,1145789.19,106.27,11244.58
-66.2789441,-64.2306252,-2353428.11,1136140.1,110.73,11249.06
-66.3578495,-64.3715332,-2348158.88,1126484.04,121.61,11245.53
-66.4595436,-64.2488942,-2335373.33,1126505.93,98.72,11243.23
-66.3703649,-64.0896949,-2341314.72,1137401.78,84.5,11244.48
-66.2806372,-63.9312977,-2347288.3,1148335.17,69.83,11250.43
-66.1905189,-63.7734708,-2353273.37,1159307.8,74.05,11256.09
-66.100151,-63.6165617,-2359262.74,1170298.31,94.1,11249.32
-66.0095561,-63.460963,-2365262.48,1181289.16,93.87,11248.31
-65.9188609,-63.3066036,-2371258.78,1192276.51,82.22,11243.85
-65.8279481,-63.1533315,-2377260.82,1203272.25,76.99,11248.1
-65.7369296,-63.00107,-2383256.05,1214273.55,71.56,11250.53
-65.645943,-62.8501599,-2389238.23,1225258.72,85.28,11254.33
-65.5547096,-62.7003452,-2395230.59,1236252.42,85.01,11251.75
-65.4633355,-62.551932,-2401229.47,1247236.02,75.46,11246.56
-65.3718419,-62.4046698,-2407227.85,1258218.5,68.71,11248.49
-65.2803315,-62.2585616,-2413215.92,1269193.93,70.04,11245.55
-65.1888064,-62.1135937,-2419193.66,1280162.33,69.77,11241.51
-64.9871839,-62.1580892,-2440466.11,1288994.09,100.07,11252.17
-65.0693708,-62.2875228,-2435093.81,1279129.36,112.16,11250.14
-65.1516194,-62.4178573,-2429705.7,1269255.37,111.59,11248.78
-65.2338485,-62.5493336,-2424314.92,1259366.57,109.87,11248.92
-65.3160369,-62.6817013,-2418917.66,1249475.0,100.89,11250.77
-65.3982843,-62.8149848,-2413504.04,1239574.77,93.05,11250.23
-65.4804222,-62.9495419,-2408098.42,1229659.92,98.32,11248.54
-65.5625497,-63.0853573,-2402689.92,1219726.35,105.27,11257.22
-65.6446968,-63.2219763,-2397265.38,1209791.99,100.11,11256.32
-65.7266409,-63.3595543,-2391850.33,1199862.0,99.85,11256.38
-65.8083095,-63.4977585,-2386444.91,1189954.11,110.33,11255.05
-65.8897371,-63.636665,-2381047.05,1180063.47,115.16,11248.98
-65.9710272,-63.7764295,-2375649.24,1170178.52,117.28,11248.94
-66.0521683,-63.9172844,-2370257.08,1160290.45,117.56,11251.44
-66.1331681,-64.0590888,-2364866.57,1150404.97,113.31,11247.87
-66.2141925,-64.2020749,-2359465.09,1140504.58,114.95,11246.26
-66.2950344,-64.3460008,-2354068.52,1130609.81,121.47,11243.15
-66.3757919,-64.4908326,-2348665.88,1120717.48,129.69,11245.49
-66.5598607,-64.5164277,-2330360.02,1110704.66,119.68,11243.1
-66.4703355,-64.3558051,-2336370.13,1121617.67,112.82,11241.29
-66.3806144,-64.1952216,-2342360.89,1132582.51,99.09,11253.17
-66.2907354,-64.0355674,-2348345.98,1143560.85,85.45,11244.79
-66.2006691,-63.8771624,-2354335.13,1154540.74,80.55,11252.36
-66.1105051,-63.7198793,-2360317.11,1165522.58,98.64,11242.51
-66.0200978,-63.5637397,-2366307.59,1176512.44,100.86,11245.93
-65.9294398,-63.4089739,-2372312.48,1187500.9,92.7,11248.07
-65.8384853,-63.2549653,-2378324.07,1198515.56,85.73,11243.15
-65.747351,-63.1019491,-2384335.67,1209540.54,76.32,11244.53
-65.656002,-62.9499598,-2390351.9,1220575.94,87.22,11254.81
-65.5648208,-62.7995826,-2396347.06,1231577.17,90.33,11248.82
-65.4735558,-62.6507511,-2402345.9,1242559.39,80.52,11253.51
-65.3820259,-62.5025659,-2408347.7,1253569.38,73.53,11247.83
-65.2901207,-62.3552026,-2414367.59,1264605.48,79.09,11246.82
-65.1979231,-62.2086977,-2420398.22,1275661.69,77.63,11247.25
-65.1054428,-62.0628782,-2426435.0,1286744.69,81.32,11248.13
-65.005926,-62.2674882,-2441035.22,1283339.6,110.14,11524.89
-65.0852267,-62.3928721,-2435843.34,1273814.0,116.79,11525.07
-65.1648088,-62.5197618,-2430628.69,1264239.87,116.41,11525.51
-65.2449157,-62.6481899,-2425366.69,1254603.8,113.58,11525.04
-65.325508,-62.7783914,-2420065.61,1244898.78,105.39,11534.05
-65.4064596,-62.9103415,-2414736.77,1235133.31,100.55,11529.39
-65.4877252,-63.0440603,-2409384.3,1225309.7,105.6,11529.31
-65.5691568,-63.1789428,-2404009.48,1215461.73,108.75,11542.09
-65.6505902,-63.3151417,-2398631.66,1205591.91,104.79,11530.64
-65.7320893,-63.4522542,-2393235.39,1195714.28,106.23,11529.32
-65.8136327,-63.590749,-2387832.17,1185810.77,114.04,11531.5
-65.8951691,-63.7303444,-2382420.85,1175896.18,117.25,11529.68
-65.9765068,-63.8710317,-2377020.32,1165980.84,119.67,11530.13
-66.0576579,-64.0124182,-2371621.04,1156080.64,118.2,11529.69
-66.1386957,-64.1547923,-2366221.13,1146180.18,118.01,11530.94
-66.2196313,-64.2980561,-2360817.18,1136283.23,121.32,11534.86
-66.3005488,-64.4425646,-2355407.26,1126371.34,126.48,11526.08
-66.5979929,-64.6798634,-2329619.08,1102207.75,124.67,11519.25
-66.5089718,-64.5135016,-2335501.26,1113301.47,122.62,11535.78
-66.4190598,-64.3505398,-2341499.04,1124344.68,115.28,11523.4
-66.3286782,-64.1891888,-2347535.51,1135389.53,101.36,11528.89
-66.2378392,-64.0283598,-2353588.22,1146479.94,89.92,11519.69
-66.146535,-63.8682301,-2359661.51,1157609.11,95.8,11527.18
-66.0550603,-63.7090915,-2365731.46,1168750.27,107.05,11530.91
-65.9632526,-63.5510643,-2371817.37,1179906.36,102.43,11527.37
-65.871191,-63.3941799,-2377912.23,1191071.88,94.89,11529.74
-65.7790328,-63.2386375,-2384004.69,1202230.24,86.12,11531.33
-65.6869427,-63.0844708,-2390079.37,1213371.11,84.71,11531.54
-65.5945813,-62.9312162,-2396161.31,1224530.8,94.93,11529.49
-65.5018679,-62.7786908,-2402254.99,1235721.0,89.04,11532.71
-65.4091032,-62.6280028,-2408354.34,1246879.37,78.06,11535.42
-65.3165648,-62.4788771,-2414426.22,1258002.28,83.99,11534.72
-65.2239419,-62.3308166,-2420491.73,1269126.33,86.66,11525.32
-65.1310724,-62.1836271,-2426563.26,1280267.98,90.74,11528.6
-64.9468716,-62.2146607,-2445796.13,1288722.33,104.86,11527.37
-65.0299474,-62.3454699,-2440358.79,1278747.55,114.3,11528.91
-65.112926,-62.4771854,-2434921.17,1268772.29,119.36,11532.25
-65.1956449,-62.6095532,-2429493.75,1258816.07,116.99,11533.43
-65.278146,-62.7424615,-2424069.72,1248881.51,112.17,11537.71
-65.3604989,-62.8761023,-2418646.08,1238956.97,106.76,11533.22
-65.4427046,-63.0107832,-2413229.12,1229029.62,105.04,11532.74
-65.5248962,-63.1467312,-2407809.78,1219083.34,109.77,11526.41
-65.6070467,-63.2837888,-2402386.97,1209126.56,110.8,11529.67
-65.689047,-63.421408,-2396959.84,1199188.1,104.83,11532.16
-65.7707563,-63.5597451,-2391545.81,1189268.68,110.4,11529.46
-65.8524423,-63.6990078,-2386121.78,1179346.25,119.15,11528.52
-65.9338871,-63.8394654,-2380715.07,1169420.85,117.92,11525.81
-66.0153146,-63.9808331,-2375296.69,1159493.38,120.82,11530.25
-66.0967085,-64.1235115,-2369876.01,1149548.42,118.19,11526.59
-66.1780539,-64.2673321,-2364450.65,1139594.08,121.25,11527.41
-66.2592899,-64.4117799,-2359016.25,1129654.92,126.43,11524.18
-66.6288766,-64.8041765,-2328843.74,1095663.34,121.63,11517.83
-66.543503,-64.624059,-2334114.65,1107118.26,126.61,11524.23
-66.4544031,-64.4574113,-2339982.53,1118250.22,122.95,11521.5
-66.3638782,-64.29473,-2346031.71,1129334.59,112.23,11517.3
-66.2728524,-64.133425,-2352118.12,1140431.97,99.36,11536.21
-66.1818972,-63.9728598,-2358171.22,1151540.03,96.54,11518.4
-66.0908989,-63.8138788,-2364219.98,1162629.19,106.2,11526.31
-66.0000722,-63.6564801,-2370243.26,1173688.14,107.74,11524.97
-65.9089984,-63.5005525,-2376282.04,1184741.91,101.8,11521.01
-65.8176127,-63.3455042,-2382331.13,1195818.03,95.72,11525.03
-65.7260343,-63.1913504,-2388379.02,1206909.65,84.32,11521.31
-65.6342838,-63.0381742,-2394425.66,1218012.0,94.37,11521.44
-65.5422735,-62.886247,-2400486.09,1229117.97,94.44,11533.14
-65.4501272,-62.7354001,-2406544.63,1240227.92,84.54,11525.27
-65.3577489,-62.5856514,-2412611.75,1251345.78,81.22,11521.55
-65.2651444,-62.4369345,-2418685.83,1262473.78,92.29,11526.7
-65.1724359,-62.2893612,-2424757.41,1273600.49,92.49,11529.53
-65.0795491,-62.1424842,-2430824.39,1284748.44,94.06,11523.8
-67.0656331,-66.3799004,-2312860.02,1011430.07,57.97,11455.33
-66.9572986,-66.4333597,-2325020.38,1014164.74,39.12,11465.14
-66.848457,-66.4870966,-2337249.51,1016890.95,31.76,11476.55
-66.7393952,-66.5401207,-2349500.17,1019636.09,32.33,11474.77
-66.6299164,-66.593305,-2361808.32,1022373.4,18.74,11476.8
-66.5201594,-66.6459118,-2374146.46,1025127.01,13.03,11486.97
-66.4100438,-66.6984183,-2386531.51,1027880.95,13.52,11486.68
-66.299571,-66.7500877,-2398950.12,1030665.96,15.69,11493.83
-66.1888537,-66.8022738,-2411414.95,1033420.49,21.14,11491.9
-66.077666,-66.8538481,-2423929.26,1036201.94,20.8,11501.47
-65.9662415,-66.9051871,-2436475.55,1038984.19,21.98,11514.96
-65.8547809,-66.9558559,-2449024.98,1041777.01,22.97,11521.68
-65.7435233,-67.0055843,-2461547.56,1044581.82,24.22,11520.73
-65.6327341,-67.0550406,-2474027.59,1047358.68,26.12,11522.58
-65.5225728,-67.1039734,-2486443.61,1050111.71,24.16,11530.79
-69.7573099,-59.5818498,-1915856.15,1124842.09,-7.9,3111.81
-69.6901732,-59.6655854,-1923987.25,1125838.17,-6.42,3715.81
-69.6212799,-59.7508013,-1932325.74,1126862.85,-5.63,4153.99
-69.5497786,-59.8381483,-1940967.52,1127940.66,-2.66,4586.15
-69.4764738,-59.9273177,-1949829.39,1129034.87,-2.08,5002.53
-69.3998603,-60.0201523,-1959094.49,1130165.17,-8.07,5422.33
-69.3204549,-60.1149738,-1968680.75,1131357.12,-7.1,5914.02
-69.2404841,-60.2096356,-1978330.05,1132558.52,-5.76,6468.35
-69.161155,-60.3028991,-1987900.38,1133745.05,-4.17,7029.56
-69.0823439,-60.3946778,-1997401.76,1134927.55,-0.02,7508.54
-69.002518,-60.4872983,-2007029.69,1136110.19,1.89,7885.68
-68.9206656,-60.5812881,-2016893.93,1137329.3,3.74,8203.92
-68.8365969,-60.6771733,-2027024.25,1138575.08,6.09,8481.38
-68.7510108,-60.774161,-2037337.22,1139835.36,9.16,8769.44
-68.6644043,-60.8715372,-2047770.39,1141107.16,6.51,9055.45
-68.577184,-60.9680557,-2058259.29,1142412.36,0.68,9357.16
-68.4902088,-61.0641213,-2068727.6,1143689.78,-3.12,9672.04
-68.4035418,-61.1588156,-2079150.57,1144969.65,-6.92,9993.22
-68.317372,-61.2522885,-2089512.31,1146237.13,-10.65,10302.48
-68.2319326,-61.3440785,-2099780.23,1147497.39,-6.55,10612.2
-68.1478429,-61.4337671,-2109884.32,1148733.71,-6.36,10934.2
-68.0649922,-61.5212886,-2119833.59,1149956.1,-6.4,11174.2
-67.9812969,-61.6095565,-2129892.37,1151169.44,-0.31,11212.44
-67.8977761,-61.6966232,-2139920.7,1152391.27,2.93,11206.07
-67.8140438,-61.7830522,-2149968.08,1153621.69,9.47,11201.76
-67.7303781,-61.8689751,-2160009.49,1154841.17,12.81,11218.95
-67.6462234,-61.9547984,-2170108.32,1156064.04,15.59,11212.69
-67.5619384,-62.0400711,-2180219.85,1157288.32,16.06,11218.28
-67.4776023,-62.1247076,-2190334.39,1158513.31,18.91,11218.75
-67.393083,-62.2088413,-2200467.78,1159741.14,19.01,11214.91
-67.3084252,-62.2923718,-2210613.5,1160973.5,19.21,11218.44
-67.2239574,-62.3752038,-2220736.71,1162197.12,18.65,11217.32
-67.1397793,-62.4574583,-2230829.74,1163402.51,17.04,11228.02
-67.055405,-62.5387816,-2240933.95,1164629.2,14.57,11220.97
-66.9717427,-62.6195413,-2250965.65,1165815.95,14.25,11219.28
-66.8882551,-62.6988448,-2260960.34,1167026.38,14.5,11223.52
-66.804871,-62.7777779,-2270947.12,1168221.93,16.54,11227.13
-66.721392,-62.8561439,-2280941.86,1169420.88,18.93,11226.55
-66.6381139,-62.9336511,-2290908.76,1170619.91,19.01,11230.97
-66.5550261,-63.0101285,-2300845.25,1171826.93,18.97,11228.18
-66.4717959,-63.0864166,-2310801.95,1173025.66,18.79,11234.35
-66.3885271,-63.1622496,-2320762.93,1174221.59,22.85,11233.66
-66.3052598,-63.2379462,-2330730.62,1175399.92,31.4,11231.92
-66.2217359,-63.3125839,-2340712.17,1176611.51,47.63,11230.41
-66.1382106,-63.387243,-2350703.89,1177799.53,73.41,11240.72
-66.0539135,-63.4620698,-2360786.9,1178996.93,91.6,11253.46
-65.9687764,-63.5364043,-2370954.72,1180234.09,101.51,11247.47
-65.8837903,-63.6107977,-2381118.22,1181438.09,113.01,11258.38
-65.7982927,-63.6849046,-2391337.57,1182656.67,116.98,11265.54
-65.7126251,-63.7583609,-2401570.58,1183887.9,101.4,11253.86
-65.6276138,-63.8310588,-2411730.82,1185095.23,71.91,11252.7
-65.5429716,-63.9030937,-2421849.28,1186289.57,49.19,11246.87
-65.4582847,-63.9743405,-2431965.44,1187497.32,44.18,11241.23
-65.3736485,-64.04516,-2442076.97,1188698.73,43.02,11250.28
-65.2886931,-64.115775,-2452226.25,1189902.85,41.87,11249.12
-65.2034013,-64.1862416,-2462416.27,1191108.1,37.64,11251.04
-65.1179263,-64.2563736,-2472627.51,1192314.9,30.52,11251.0
-65.0326922,-64.3256443,-2482805.51,1193525.26,21.66,11250.33
-68.6448494,-56.6812134,-1960751.94,1288893.8,44.88,468.4
-68.707332,-56.6836843,-1954941.24,1284953.42,49.57,470.46
-68.7698893,-56.6863246,-1949128.14,1281003.94,46.97,469.37
-68.8317775,-56.6886332,-1943371.24,1277108.27,45.62,469.25
-68.891638,-56.6913315,-1937814.07,1273325.65,46.26,408.65
-68.9500802,-56.6935296,-1932379.58,1269648.54,48.14,320.1
-69.0079263,-56.6959971,-1927007.68,1266000.18,50.29,310.84
-69.0668819,-56.6983829,-1921530.59,1262287.31,55.91,313.8
-69.1243459,-56.7007165,-1916192.93,1258669.19,57.72,311.19
-69.1805535,-56.703021,-1910973.1,1255130.47,55.34,311.12
-65.3605278,-65.9593972,-2481782.46,1107068.76,31.39,10138.89
-65.4482725,-65.9089238,-2471705.58,1105185.37,31.65,10134.18
-65.536021,-65.8578549,-2461625.01,1103311.81,31.12,10128.32
-65.6237615,-65.8065392,-2451548.74,1101433.4,26.31,10125.14
-65.7114425,-65.754776,-2441478.28,1099560.97,20.76,10118.56
-65.7991201,-65.7025301,-2431407.2,1097693.19,18.31,10110.68
-65.8868019,-65.650174,-2421341.88,1095813.72,17.34,10115.22
-65.9746186,-65.5971628,-2411258.46,1093939.32,19.75,10108.47
-66.062483,-65.5438855,-2401173.43,1092057.41,19.6,10103.64
-66.1503073,-65.4902458,-2391094.08,1090176.0,25.37,10102.83
-66.2381674,-65.4361209,-2381010.28,1088296.44,34.62,10101.34
-66.3262513,-65.3813924,-2370900.5,1086414.52,50.2,10098.0
-66.4146114,-65.3263025,-2360764.06,1084517.41,75.97,10092.06
-66.5030351,-65.2707516,-2350621.04,1082619.02,89.13,10092.58
-66.5917049,-65.2146121,-2340450.35,1080715.65,107.41,10088.25
-66.6805619,-65.1579294,-2330259.04,1078807.9,117.49,10081.73
-66.7695475,-65.1008151,-2320055.3,1076893.7,111.05,10081.63
-66.8585056,-65.042927,-2309848.82,1074994.05,90.23,10081.97
-66.9474713,-64.9846463,-2299643.2,1073091.57,62.81,10069.12
-67.0361334,-64.926705,-2289484.05,1071171.72,42.14,10069.86
-67.1243349,-64.8682408,-2279371.21,1069276.6,42.6,10064.25
-67.2117974,-64.8096628,-2269340.71,1067403.25,34.88,10061.72
-67.2986124,-64.7515125,-2259393.13,1065526.07,27.64,10052.37
-67.3847489,-64.6929358,-2249515.59,1063680.49,19.04,10046.56
-67.4702678,-64.6343647,-2239709.78,1061846.66,13.36,10044.74
-67.5552739,-64.5761243,-2229970.93,1060007.04,14.79,10034.9
-67.6410745,-64.5170616,-2220144.55,1058143.22,17.37,9845.37
-67.7288721,-64.454613,-2210061.4,1056295.03,17.0,9506.89
-67.8138933,-64.3953039,-2200327.37,1054441.99,16.31,9139.53
-67.8963459,-64.3374522,-2190889.53,1052640.67,14.23,8751.69
-67.9791703,-64.2828716,-2181482.11,1050679.75,11.98,8343.7
-68.0627052,-64.2277051,-2171999.94,1048690.4,9.51,7939.73
-68.1449844,-64.13995,-2162057.43,1047976.35,7.02,7523.64
-68.2282721,-64.0923474,-2152755.74,1045677.37,10.99,7109.04
-68.3076217,-64.0376035,-2143729.85,1043825.84,11.71,6679.04
-68.3857812,-63.9810259,-2134798.43,1042086.04,15.68,6253.77
-68.4646625,-63.9224759,-2125765.83,1040368.11,23.71,5826.08
-68.5450922,-63.861652,-2116543.52,1038641.13,34.78,5403.56
-68.6271519,-63.7995313,-2107141.54,1036863.59,32.9,4986.34
-68.7067622,-63.7391647,-2098026.52,1035125.48,27.39,4576.87
-68.7828065,-63.6805341,-2089309.83,1033484.6,35.77,4159.02
-68.8575842,-63.6222068,-2080733.41,1031880.05,34.58,3749.18
-68.9314808,-63.5648371,-2072269.98,1030269.39,15.81,3360.34
-69.0042544,-63.5078142,-2063932.62,1028687.41,-27.45,2912.91
-69.0759797,-63.4512935,-2055716.35,1027125.24,28.96,2471.6
-69.4448309,-63.1191015,-2012830.78,1020323.72,18.46,1443.81
-69.5012803,-63.0828454,-2006543.62,1018733.19,42.4,1445.53
-69.5598055,-63.0453658,-2000031.21,1017072.89,99.01,1447.39
-69.6173672,-63.0082922,-1993626.25,1015439.9,103.23,1576.64
-69.6731798,-62.9722093,-1987417.27,1013854.22,86.52,1411.17
-69.7307593,-62.9337109,-1980993.15,1012255.09,75.68,1198.51
-69.7818367,-62.901434,-1975330.91,1010765.51,79.14,1219.25
-70.1295075,-61.3397997,-1912910.24,1045561.36,-2.86,462.35
-70.075462,-61.3762925,-1918882.61,1047239.0,-9.5,462.66
-70.0208547,-61.41373,-1924931.22,1048908.25,-3.08,464.74
-69.9649603,-61.4512664,-1931112.04,1050636.02,5.36,465.35
-69.9078672,-61.4893981,-1937425.69,1052400.55,2.39,467.27
-69.8510823,-61.5276016,-1943714.48,1054138.77,-7.85,466.32
-69.7949393,-61.5651015,-1949931.24,1055859.31,-6.38,467.03
-69.7393145,-61.6017723,-1956085.65,1057573.37,-5.98,467.92
-69.6839967,-61.6380821,-1962207.04,1059276.51,3.05,468.27
-69.6281373,-61.6744737,-1968387.2,1060998.78,9.78,469.55
-69.5716816,-61.711023,-1974633.02,1062740.35,10.91,469.88
-69.5154071,-61.7477975,-1980869.11,1064457.5,15.91,551.79
-69.4609559,-61.7829987,-1986899.82,1066125.53,27.29,605.81
-69.4072358,-61.817101,-1992841.5,1067786.55,24.72,571.44
-69.3542559,-61.8508563,-1998707.08,1069414.29,24.42,499.4
-69.2992261,-61.8853852,-2004793.32,1071117.2,21.67,476.67
-69.243006,-61.9212531,-2011026.11,1072829.49,17.17,480.87
-69.1872891,-61.9562191,-2017196.06,1074540.13,14.9,481.24
-69.131362,-61.9912128,-2023391.13,1076254.23,7.77,480.35
-69.0751322,-62.0256751,-2029610.0,1077996.43,9.62,480.54
-69.1075401,-61.3351614,-2013280.52,1100633.58,19.5,474.88
-69.1606412,-61.3695543,-2008711.81,1096570.31,19.44,480.9
-69.2149798,-61.404921,-2004036.51,1092412.9,16.36,476.61
-69.2711456,-61.4401769,-1999175.66,1088168.07,14.5,477.72
-69.3262593,-61.4752144,-1994410.82,1083994.09,14.46,477.05
-69.380386,-61.5099724,-1989734.52,1079889.33,15.26,475.67
-69.4336061,-61.5440872,-1985132.13,1075861.83,15.81,474.78
-69.4860833,-61.5776751,-1980589.86,1071898.49,13.45,476.12
-69.5379926,-61.6110591,-1976096.63,1067978.58,12.71,475.21
-69.5893554,-61.6446317,-1971657.7,1064087.3,10.36,475.37
-69.6403567,-61.6779081,-1967245.84,1060231.39,9.23,475.29
-69.6910884,-61.7112213,-1962858.21,1056394.43,1.53,474.99
-69.7416186,-61.744482,-1958486.46,1052575.82,-6.36,474.05
-69.7919914,-61.777706,-1954126.55,1048772.63,-5.69,476.29
-69.8422119,-61.8108937,-1949778.01,1044984.55,10.29,475.6
-69.8922657,-61.8443473,-1945447.76,1041202.03,22.25,473.63
-69.9422374,-61.8778333,-1941123.19,1037428.55,-24.74,474.47
-69.9922188,-61.9114413,-1936796.85,1033656.24,-53.82,474.63
-70.0423583,-61.9451422,-1932453.55,1029878.3,-49.86,474.73
-70.0926268,-61.9794118,-1928104.65,1026080.3,-4.76,474.85
-70.1426236,-62.0128261,-1923764.21,1022331.24,18.39,587.01
-70.1924232,-62.0470566,-1919454.77,1018570.97,39.84,814.91
-70.2436052,-62.0830118,-1915036.21,1014686.58,19.82,720.92
-70.2418742,-61.7923179,-1910034.07,1024481.03,-13.29,470.16
-70.1835006,-61.832074,-1916499.11,1026236.92,-19.01,472.42
-70.1248413,-61.8722367,-1923003.97,1027986.28,-27.74,472.37
-70.0660161,-61.9123907,-1929529.44,1029736.59,-45.32,472.3
-70.0071019,-61.9522533,-1936062.85,1031493.32,-53.25,472.42
-69.9481174,-61.9922174,-1942609.43,1033242.25,-44.04,473.26
-69.8890191,-62.0317274,-1949163.46,1035004.51,-16.67,483.17
-69.8312388,-62.0703124,-1955574.76,1036721.23,-16.92,527.58
-69.7745027,-62.1077189,-1961865.54,1038415.96,-15.42,526.3
-69.7207461,-62.143361,-1967833.29,1040008.12,-14.36,482.62
-69.6669318,-62.1785866,-1973802.77,1041611.07,-21.14,482.97
-69.6105422,-62.215313,-1980058.4,1043290.16,-17.96,484.84
-69.5523634,-62.2530942,-1986514.6,1045018.92,-34.15,485.94
-69.4931632,-62.2916193,-1993089.88,1046767.5,-37.38,486.74
-69.4340922,-62.3294237,-1999643.46,1048526.69,-23.56,486.2
-69.3763742,-62.367015,-2006062.99,1050215.35,6.28,664.71
-69.3203051,-62.4022652,-2012279.78,1051893.15,32.94,781.93
-69.2630216,-62.4390455,-2018649.21,1053573.3,33.76,778.43
-69.2042689,-62.4759859,-2025171.72,1055316.72,32.25,709.17
-69.1472077,-62.5117778,-2031508.85,1057005.86,18.8,657.21
-69.0907737,-62.5471756,-2037780.15,1058669.59,6.72,490.5
-69.0360715,-62.580882,-2043851.43,1060297.32,-2.66,495.73
-67.5881125,-63.8533107,-2213097.52,1086422.41,13.92,9409.06
-67.4853845,-63.9424582,-2225192.17,1088066.45,14.67,9706.76
-67.3808424,-64.0276401,-2237409.43,1089921.7,18.64,10069.0
-67.2769841,-64.110837,-2249533.57,1091789.06,18.95,10449.65
-67.1755342,-64.200219,-2261544.76,1093262.79,17.15,10751.29
-67.0728646,-64.2831423,-2273570.25,1095019.46,13.59,11121.39
-66.9720979,-64.3581432,-2285263.7,1096968.34,17.9,11474.34
-66.8721079,-64.4329832,-2296887.41,1098858.74,39.1,11634.29
-66.7744393,-64.5103685,-2308335.42,1100506.8,67.49,11623.3
